label,text
sadness,I received the mid-term exam paper of one of my major subjects and I found that I had failed it.
disgust,Once at a camp a classmate criticized me in front of others.  Now I find that this classmate is very disgusting.
shame,When I was in F4 I led my class to a riot.  However the form master said that my conduct was good and asked me to tell him the names of those who had taken part in it.   I replied that I did not know.
guilt,I promised to join a meeting but did not turn up as I did not want to do the work.
fear,I found a problem in homework which would not get solved although I tried my best.
anger,"I had a date with my girlfriend, the time and place had not been fixed.  I asked her to phone me an hour later as it was midnight and I did not want to disturb her family.  I waited several hours for her call, she did not call me that night."
sadness,When I found that my ability to do ordinary work was worse than my fellow mates.
disgust,I made friends with a classmate whose behaviour I did not like - he tried to flatter other people and did not respect me.
shame,My guilty behaviour was found out by others.
guilt,When my behaviour was immoral - thinking about sex.
joy,"During my Summer vacations I planned a carnival for the community youth center with a few other volunteers.  I was the head of the organizors and we spent over a month planning it.  During this period we got to know and understood each other.  We discovered each others potential and we planned many interesting things for the carnival.  The day of the carnival everything was bright, the programmes went well and the attendants enjoyed it.  I felt extremely excited about it."
